nitrogen,phosphorus,potassium,temperature,humidity,ph,rainfall,crop
89,45,58,28.870535494753938,83.37995008519522,6.7228450530358685,187.1464024199062,rice
92,42,58,22.99338939829184,75.04252343164346,6.836628110749884,208.7077178215053,rice
99,49,50,23.643372635149973,85.24055352700124,6.685144726544293,217.6740413341049,rice
90,53,41,21.48510284899248,78.13137159019055,6.1468165095474525,222.3413880233773,rice
95,53,50,21.838787314732887,76.48152391069054,6.992886321009433,194.3159532455573,rice
89,41,60,25.337035240015826,78.19896538887278,6.336938616614323,182.75387089407423,rice
98,40,42,29.912662091089636,84.69121263546235,6.669565320454243,216.88449216403527,rice
100,49,51,21.31584584438858,78.19721153100788,6.370998496085952,195.28943219703828,rice
98,50,47,26.913600440447926,77.67067159904792,6.72559549711475,212.93734763749868,rice
97,58,41,25.18018689677119,84.57407590117501,6.753584537477904,216.8347944575559,rice
81,59,52,24.374121259517008,75.04621991216439,6.084587776734111,190.75415691051305,rice
89,54,55,28.088127511202796,86.11459659023157,5.564717347749933,225.93201179924782,rice
100,45,46,28.00133261377841,88.34641256164028,5.562308163076201,195.35783209322548,rice
92,52,60,24.7507353629964,81.43082409173867,6.418448452202648,211.3406249162351,rice
96,42,41,21.576245496396183,81.29316684710764,6.6563509911784955,235.08408466359978,rice
89,50,41,28.05280418960906,79.62445015723533,6.818712044309017,219.53896432770884,rice
85,44,49,22.573715651998764,89.98886618003692,5.760754541560447,234.83053314117143,rice
98,49,57,28.65301542017309,80.97457762850206,6.382710330678956,208.14492050586097,rice
89,40,51,26.13477160483613,75.98773912645869,6.222862326345187,246.4966971236642,rice
82,45,54,29.318665722234172,81.38961628418427,6.1217221243198345,193.6831082473213,rice
86,48,47,21.62004439122382,79.24227640616164,5.967167173755385,212.31006336471802,rice
99,48,51,21.5125441369793,89.64041892604065,6.807972302920339,218.02007141999724,rice
100,54,41,24.890127018012045,82.53793531156259,5.959915131358416,234.54595849406292,rice
91,53,53,29.8819841932142,81.15144343390219,6.456954981687277,211.09092263597748,rice
82,49,47,27.685971407829413,89.40992048406338,6.667455713019175,245.10596828566014,rice
95,43,44,21.203628218217123,75.68159483749017,6.614613846905607,234.7265886978335,rice
81,60,47,26.816938374612747,87.7030449194259,5.552687664673922,198.29113104086568,rice
86,59,53,28.517850813752137,81.04269033242973,6.792799774770861,228.20175685486282,rice
84,59,59,25.57550114975815,79.15940106426173,5.8457765152187005,238.34836029284844,rice
88,53,45,29.716215272801218,80.96571787987544,6.584680875446986,247.06121490507172,rice
99,50,47,26.062280538598834,77.86088042861057,5.932874007765075,245.11272832384316,rice
93,43,41,27.077842229003373,77.87574790698,6.525223577163084,221.3166333952542,rice
93,42,42,20.052556585862305,75.96625288608448,6.346606482979334,208.43204194483263,rice
95,44,59,27.544478507511656,75.35891238542516,5.9923602921975805,203.8139825482864,rice
83,58,40,22.68580981562144,82.00263513211158,6.667401312197808,226.18691969331564,rice
99,45,43,28.105729716380463,81.78348195058784,5.626634028574867,213.95673292093576,rice
88,53,55,24.97413681741962,85.96952433204369,6.515942592574144,181.07682828362508,rice
100,54,44,26.117750213298443,77.27356871453945,6.660688457798408,249.45025452270107,rice
94,47,54,28.152778116536737,81.52789325369723,6.858754455157708,196.24643513013262,rice
93,53,53,25.433028148073127,87.00627846652253,5.633651678539027,183.5251012811479,rice
82,58,59,26.867654571731155,81.9995312903513,6.821095986762879,227.3654392202693,rice
83,46,59,28.946815616403896,80.47547806796325,6.391725646280419,187.37470915071265,rice
88,60,41,23.41783465453163,76.08303145114446,5.57382051487842,237.92245940941018,rice
88,53,52,28.013201683306903,79.04151840612401,5.815290974144032,193.97961744883946,rice
90,57,55,26.092889763955476,77.46965133881093,5.878939944753077,200.71563557022392,rice
94,53,54,26.82316149198622,81.08008537242954,6.533301854685176,225.06278488938202,rice
93,46,43,20.826536333279826,78.53175015921006,6.568432756428268,222.52186158265056,rice
96,47,47,22.39913568643276,79.70448069017917,5.840301511610183,234.2731979497872,rice
82,59,41,20.865494604500984,89.8806483954413,5.68114414872577,206.7211972686441,rice
98,54,53,28.778033149686166,79.92289499788791,6.928213102641044,221.3503183338421,rice
80,45,45,25.64280600204178,75.20044923677733,6.7595171874570195,226.36129472637086,rice
83,57,57,24.179097100224176,79.1578825012077,6.695784113211007,236.87873512176122,rice
97,45,50,25.839016976223782,83.03136717263506,6.735989367859818,217.6595396045828,rice
98,55,42,29.128950478695703,75.09272989013667,6.897553241602861,199.76941303995847,rice
84,49,53,26.552244531628077,83.26917953278061,5.520135099076084,196.6580771330772,rice
91,41,41,23.433589425016535,82.50906396676827,5.703091912639218,210.47774356903932,rice
98,53,42,25.378294218274412,81.79795737920495,6.074774580464403,198.18201593796982,rice
83,40,53,25.269017220071426,85.32678862243358,6.862419491820473,239.42975695534318,rice
89,50,42,27.56571313058766,89.81885808739841,6.491318528795022,236.54298528853383,rice
97,58,60,23.947782302853945,81.22004741654207,6.123160419671935,188.032877158813,rice
86,48,49,20.741581467545334,84.18090017870578,6.4608930963801,239.55719504765702,rice
92,42,48,26.939811538986444,86.0286543102843,6.16754889114171,236.12986491305566,rice
81,52,40,29.13251520684582,82.78104396892657,6.565312200248286,200.8054851323625,rice
81,41,45,22.396513541580415,85.57202792671117,6.121980634352749,201.52004708254054,rice
91,59,48,26.65247014317096,83.92974271036451,5.536242337857844,239.2668697202585,rice
82,49,48,27.095264385891273,87.08327104139693,5.789536829593619,240.240318503711,rice
90,55,54,23.10197411373946,78.20923941353155,5.823509731845135,219.9853168429285,rice
80,59,43,27.39727396962254,83.754358059151,5.761448779021282,195.38020433353964,rice
82,41,58,24.915887000141055,89.97439224259426,5.586670078414139,215.13340573770466,rice
87,53,48,20.952524696297655,87.49119232364976,6.42799208122549,217.57507372431866,rice
94,58,60,22.619472775916126,88.34695595045022,5.673715883929359,187.7603510087559,rice
86,47,46,26.513597448108456,78.11737695204852,6.819008408791058,232.07202396713237,rice
98,49,54,22.05674960794952,79.28658423527328,6.554546959473077,192.3102143660654,rice
93,52,49,29.734955774428627,84.05290597968494,6.800505286143361,210.11079844790518,rice
92,57,60,21.314437948542306,86.9332748593579,6.9043004008688245,229.09284108301676,rice
94,51,50,23.956708172182847,79.56874931119829,6.587711205470572,185.35878487803052,rice
89,55,56,26.741055901295177,75.00119080125643,6.120736138088268,184.56682321165061,rice
95,60,51,20.605724717004218,75.84995674567388,5.685052272886771,186.84772004039314,rice
98,48,40,26.70339958786947,86.64021110428577,5.506925856834558,195.02051761844527,rice
82,52,60,28.74566798090082,82.97395490979379,6.016788348122055,209.66051903917568,rice
81,57,46,28.72013420668018,89.11730766233484,6.503250027740582,195.8770213064975,rice
89,44,48,20.12285531360933,89.3526312500515,6.534648057381619,212.97421313550944,rice
86,47,46,20.883473729945596,85.04776409217754,5.873547141859734,191.6216166398352,rice
93,60,60,26.4871578618542,77.77005949972879,5.847540837741727,207.01805900806184,rice
89,48,59,29.430372045926134,77.8695756298471,5.92255201156282,227.66139997247714,rice
82,42,45,20.422347074331167,89.00530693500212,6.664417260912501,247.86977356953608,rice
92,57,57,21.203902278117752,87.89188201444034,6.991908355038661,201.07918254294566,rice
85,49,50,27.19342723889908,80.07536528589861,6.037957955345566,240.60142471876216,rice
92,40,58,23.076661086874797,78.62799821986677,6.346350420123995,228.72989618034688,rice
92,52,44,21.661221866224643,76.00419294244662,5.971717190265932,219.89848375711514,rice
82,44,43,28.61890508694087,85.86013932781026,6.677184464627478,220.2792963446877,rice
82,59,43,27.610049839831667,75.73138971181474,6.744672892712904,202.65855046225076,rice
95,55,52,24.09358024309004,86.31109174251525,6.575601489758578,185.61914380597312,rice
97,41,46,22.156793824608926,89.6297989732588,6.03695522733699,228.7768293478359,rice
90,57,46,22.168904972947416,79.33775654113306,5.790985726611125,209.4148098677568,rice
84,57,50,26.30466918699279,79.85122348658541,6.042562035661741,212.18707818539772,rice
92,59,45,28.435064539152116,77.19605123576112,6.047006366849308,182.72782269648445,rice
86,49,52,29.14185890183463,89.25318720075471,6.783136952205824,222.34674479040655,rice
87,52,52,27.68474397930776,81.37938335063424,6.851502589542182,184.23824357459895,rice
100,56,58,21.88339545865961,82.96352700564739,6.936854014773376,246.0928473887945,rice
84,45,58,28.325211378279963,89.10461971221329,5.878661556453385,214.22211267669815,rice
82,40,42,27.32126563844173,77.21427769137198,5.806825518745749,227.4308654086195,rice
82,47,43,22.544863362481237,81.071224237239,5.632624332130599,204.40871101481008,rice
90,45,52,28.044398186141734,77.87642312194508,6.995433254089069,230.02271058706413,rice
88,45,47,27.33731560764631,77.34489044668625,5.938759253978008,217.02134338779004,rice
90,52,53,24.813224282048893,89.4518407719215,6.820261105215728,214.75734514023077,rice
95,59,47,20.539058235606582,80.11845142936363,5.805311490834758,249.6128200599322,rice
100,55,51,21.562700203385695,89.43092096497625,5.603317600793807,242.306630036445,rice
100,51,49,29.96158066202543,89.7480449182882,6.960780587542708,224.80713291467413,rice
99,48,40,27.09723130588445,83.68209682210016,6.662031607220337,235.421224504453,rice
90,57,60,25.13908532831007,83.27883986570586,5.6719149317202815,217.37779934358747,rice
99,58,41,28.456690255071646,89.78320322962476,6.520329661450559,214.13610079429654,rice
92,44,46,23.84205168780082,76.11579054691227,5.97797952980971,241.64914301668745,rice
84,50,59,25.99880273858975,86.51261661026167,6.0683837767838495,208.85368878447358,rice
87,44,49,28.928756107251143,87.4272959438363,5.867215762113174,249.92944170813507,rice
84,40,55,20.353028397600244,79.17553720934302,6.4287321008700085,249.16834780430392,rice
98,41,44,27.148680204368524,89.5002907665645,5.697326594203876,195.43327734759873,rice
85,57,56,26.948536571754083,86.42288496843332,6.830182267640275,189.94775711148546,rice
94,49,50,28.649253358427888,78.10169146794237,6.775928636056748,245.98678136789812,rice
82,54,54,24.34461798137141,75.52820475813985,5.971833811949904,220.5877631309,rice
93,48,53,27.60958559010501,82.50047182655149,6.196189323609302,212.90949728359595,rice
83,53,50,21.554039175645823,87.01583477724066,6.96418469021422,228.24324666165268,rice
82,56,47,21.42168053858251,77.60381186828997,5.6290670259822955,223.66338054002915,rice
83,56,56,28.04965346010354,81.2769851955469,5.652461227003174,194.64359218304276,rice
96,41,58,28.39210632767061,81.79680644562028,6.862578495327492,232.3740659797217,rice
83,59,45,25.091683096510494,87.765048006615,6.6367992197026275,205.77319112892195,rice
90,55,44,22.266541567780248,84.48500664815906,6.042993113064633,213.79292121763896,rice
97,43,50,27.68391626176252,85.19563501820579,6.846415708614817,221.06736226403484,rice
95,44,55,25.895700927390283,87.97589290096839,6.98729398141842,201.09598803890998,rice
98,46,53,26.09726228678197,75.95386304839532,6.312026807109198,238.01705797071693,rice
97,41,41,21.546353067258096,86.23915947568038,6.154020559113981,207.42547429124212,rice
85,58,44,20.681265364544117,86.6161599090067,5.810574016461671,214.85428939560967,rice
96,57,53,20.253826965853854,76.90183115111643,6.376997466399218,236.68036135089127,rice
86,46,59,28.841279364201732,76.10366273032143,6.581199401368999,234.12100988239848,rice
86,44,47,24.439747479417917,87.19979559042922,5.756548879962511,242.20927576992008,rice
80,47,57,25.49569796482537,88.96629728615407,5.752719994140913,217.00332161200308,rice
93,46,59,28.740513647646413,84.59012591679706,5.742588111506418,245.51461568555703,rice
97,58,53,24.333151597958576,86.33715503000582,5.7689411903324785,236.94401441209476,rice
80,55,55,21.835302371633873,76.22780614308003,5.6098579562354765,187.48150953329366,rice
94,47,41,23.30784259739775,86.06071216306286,6.2997472250278035,192.61558026165824,rice
84,42,43,25.473251893855956,77.76848412814371,6.373620199274689,247.54230439855968,rice
99,52,53,25.10667911265746,81.29734120533172,5.660461051097468,189.45724188970104,rice
100,58,58,23.446727669655694,84.36269168449702,5.704171989930615,198.3037629375863,rice
97,59,50,23.101817486297993,87.79074255709608,5.968863429756178,212.17405709472294,rice
86,49,47,25.53610067735716,83.99266704119863,5.931958991529249,206.16893561943925,rice
88,42,58,26.05432842448232,84.94600799360852,6.875687867203585,249.0257715836325,rice
83,46,60,21.447925998737503,89.68921277459772,6.145376918383179,245.82753971638556,rice
83,49,57,26.622079924407668,89.76574963991581,6.11302887630831,230.14907508646834,rice
80,50,40,29.673500736495633,87.08882296641585,5.738976600026488,226.84085753958408,rice
100,40,60,24.656146894193636,88.81413162115203,6.054662790315944,248.13464946279223,rice
88,58,55,29.731634402959045,81.49037380806551,6.660686323713941,212.9670756442738,rice
83,48,41,23.964093335735587,86.25262802855599,6.140917425220876,238.10545075938597,rice
91,48,54,22.592843432869,79.18107121849306,6.524048984031654,207.39064556580666,rice
84,46,42,28.169994235182866,82.66613407486147,5.72640801646331,221.53646950622692,rice
81,44,50,28.489107657885924,84.7014909213813,6.366689975071121,234.8075512302221,rice
86,44,57,25.18468348912376,79.99902970595899,5.8927320381100845,241.26816990826333,rice
95,57,53,22.325636480405645,76.78045390194715,6.891741364054777,223.12735804354662,rice
89,53,47,27.897024868053006,76.8035454101061,6.288510788480551,196.20228046391966,rice
87,58,49,22.425039668502016,81.9609186771287,6.529592786287942,210.18992821683713,rice
93,45,43,25.39091345769427,80.94137811626977,6.62825009388087,217.84636459875864,rice
97,48,60,23.4755631736529,76.53942246703456,5.871091715915233,197.0733612934571,rice
100,43,43,24.340603893540813,83.7975580472995,6.95803599590215,242.9445001670669,rice
100,42,57,27.967663658110727,76.07179965717178,6.021237063155524,209.86054835230092,rice
80,59,53,26.853188049624375,81.84706261429213,6.487483771089794,184.41977941283602,rice
94,49,55,26.83873482194407,86.0537095054019,5.8719761559669506,187.19660190756935,rice
83,50,53,27.859777273154084,84.24403859358017,6.132415223547136,209.80715783709354,rice
69,40,30,30.980388887917716,65.10907704908269,6.8552808661230955,156.78369715935156,maize
63,36,44,24.861170190532654,61.647594585398004,6.961902824502788,137.83432805794428,maize
71,46,43,28.117856605301643,69.91782210171186,7.097999162397609,174.73407443904523,maize
80,31,42,30.783518068943685,74.23979264760851,7.079686127948174,147.9516531336846,maize
74,44,30,24.128105793009563,72.05636184394243,6.300916377901293,155.7232025003962,maize
73,31,50,26.539089404872907,63.617700066261115,5.804771058930489,141.21480092799774,maize
64,42,46,24.118176892941428,61.873890055903914,7.148951948839599,168.952047227424,maize
64,43,49,29.00741615349101,72.67954775261097,7.148889115034462,160.48418389228954,maize
72,38,35,27.625294497164404,70.24139373672008,7.1703721962017966,175.27244941600821,maize
64,43,32,25.698146123902582,72.31440833656774,6.030347851069966,150.8420125936937,maize
74,43,43,31.014585690481915,70.05294489756932,6.1811575009155,132.0873252289887,maize
65,38,38,25.09275455156946,73.24065812949866,7.439620360053556,114.10639057092794,maize
68,32,43,27.321801072859706,68.18578371732013,5.816753517107984,133.95815095482078,maize
70,35,36,29.244574053434594,66.83736542161621,5.920033820699266,125.84477541076332,maize
77,32,46,30.828627113907135,67.46487596700779,7.340528208090241,130.1242169802979,maize
67,37,45,31.95523238469404,69.80804296466525,5.685975733453435,125.04688783406664,maize
64,43,33,28.393569204631895,63.004038649468846,6.984143523363383,175.43970875534922,maize
76,38,33,27.383719975626487,74.44451328256825,7.154091524326256,106.3155377064517,maize
71,44,35,31.957368637823187,64.88730587121636,6.6246145257694575,132.47239978631978,maize
64,38,43,29.455665182485326,74.01874776761831,7.255736870560467,177.82716397816654,maize
72,36,36,28.758349179930395,67.9556183111248,6.950753879171529,106.48626460829645,maize
61,43,30,28.743565542464673,73.20761409440296,5.73779321888313,151.67426761103334,maize
64,37,43,28.337324005656786,64.95845177239819,5.942767926780869,100.06880285539924,maize
71,39,37,29.059165068847307,66.06613052835394,7.243753445735397,132.74218325396362,maize
74,50,50,26.2870704978518,72.8668476469775,7.223249376637088,150.48054854122756,maize
68,38,34,31.54902004180743,64.04470564502583,6.484879744491456,125.81811938129748,maize
68,35,44,28.749260561998838,68.73343283086976,6.336258969570966,113.84001435661985,maize
79,40,30,25.553992917871632,70.5428616222405,6.796767737457578,122.4790684734358,maize
61,39,40,25.204175597048533,62.29108958358254,6.469349780154554,169.05760767833823,maize
72,32,47,29.14312581054944,71.01078660092809,6.296190057940514,141.82492488560854,maize
74,43,35,29.183043563686752,70.06332992483422,6.478553547965571,176.07652994807324,maize
65,35,42,31.233099986695315,71.42781770694515,5.897952034799847,121.69342194971787,maize
66,43,38,26.77888183941078,68.70238147107018,7.120031515575157,151.68395882773063,maize
79,39,38,24.673381141693184,74.26365479723336,7.122556493883428,159.71310196849072,maize
67,49,37,24.162280934255016,63.20988883208999,5.8207878634548225,123.27341860287356,maize
65,41,50,31.509555771359608,70.5143872797797,6.20150858869429,149.93650122841103,maize
63,48,40,29.34020331943558,74.62259616303001,7.08876915834408,110.31009481177315,maize
66,48,36,29.355668050141276,68.10572710282204,6.643479956750129,141.25282350729776,maize
72,46,33,24.055079098517815,62.38674836451514,6.2743601916010965,117.96979780253955,maize
77,42,39,28.133746107736297,61.65751431951325,7.423538947955922,147.42378453362033,maize
74,30,31,28.162479560000712,70.38181741615969,6.7044272305593235,165.99600974807686,maize
72,31,49,30.737540041628197,60.860419419344325,6.704390298494807,167.03144569154384,maize
77,41,38,28.989337894721213,67.40982041114215,7.117982184446219,140.638581108596,maize
60,30,34,26.992414791598925,68.55496158137524,6.91799065343005,132.69428586163124,maize
72,35,35,31.183307683290774,63.5501506246863,6.206667040590028,170.59713854260983,maize
69,38,47,28.63184438268222,72.60382864271685,6.73486946425896,162.15489652163626,maize
68,32,37,30.11770134049685,69.99684854246911,5.826151214720348,153.76838274915696,maize
68,39,37,27.121663646267862,64.4659177714272,6.659223205314303,176.9032125831527,maize
75,33,39,26.6110332541666,73.98507457667557,5.800863156447435,178.40189436667202,maize
60,38,37,31.514924538869472,60.51339064160026,5.932369390044899,164.94517905564123,maize
72,41,41,29.97677432264679,65.31262300150644,6.9162217609567165,135.48625646598418,maize
69,42,45,29.58856033123849,65.03710343991732,6.945476559626409,103.04495905518074,maize
64,47,34,31.127612811895613,73.74849632491659,6.202341474104904,140.90177845348748,maize
65,31,49,31.790028542789116,65.4633725813743,7.330822662587403,118.36179868547036,maize
62,31,41,29.30534429421001,74.58790704819135,6.941101301163352,108.6461734042258,maize
75,49,34,28.07412784539481,74.38360856092469,7.0036276284429215,172.2039931067116,maize
65,37,30,29.3208320429399,68.05163388834647,6.322490999667559,170.32235412288563,maize
60,34,32,31.13449306615047,72.77994859692687,6.371786780071664,107.7165031711042,maize
76,41,50,24.857746302354904,63.48363890452257,6.4758206402545095,176.38131048925166,maize
63,50,46,24.885671900254266,61.68212204637796,6.651000153183137,129.60119997556967,maize
74,40,39,27.415993113198454,63.89363103052636,6.836555131068284,179.56865383425134,maize
62,43,45,26.135715733492958,70.73264934099686,5.710921041237044,131.50969059753697,maize
70,31,37,28.806248156485715,61.334467923094145,7.192551139388895,145.4518645121345,maize
69,31,30,29.47067254771713,63.99231273544761,6.999906182154862,116.07540546916886,maize
78,36,44,29.8070011824708,62.056822318071,6.498205393674813,100.48095450580811,maize
62,38,35,27.386772902534165,66.1672364838399,7.272204033843497,147.94739620606666,maize
71,39,40,30.364426183162404,60.396160115225356,5.7984887868392025,164.52403402175813,maize
61,39,31,25.264636392910365,68.5958299126804,6.823376818131656,104.21160298190644,maize
77,34,46,28.600946068714755,61.59231832846685,6.318558623396396,173.6658442816963,maize
78,49,41,28.1267207600273,73.16664736527078,5.939819716632787,143.29824164195858,maize
76,45,44,24.228743217873166,64.52011043680625,6.626857554562534,120.39740360202262,maize
61,31,39,24.121836778429696,68.3442829818523,5.618473737824163,114.69338691330584,maize
79,45,41,24.00585651825498,65.25945329865857,6.749809148889783,167.50310393593765,maize
64,38,41,31.100845246799075,61.65394384824572,6.37214082425699,169.76127954339927,maize
65,38,33,25.04550272417465,74.5329774805422,7.029660883754834,156.31923374211297,maize
60,44,31,29.55723432024505,68.68640530180305,6.837206874881964,133.273496071464,maize
76,41,38,25.305573905127396,67.55191128737603,7.1109573010028315,156.92814880246831,maize
67,46,46,29.465631861541972,61.46798736898331,6.829035265023817,135.10357813512863,maize
77,41,40,28.861910114241596,72.56883989403218,7.066440463224714,179.9449705245205,maize
75,46,43,28.211953453729546,60.246072537592156,5.566439022094206,175.7896268065567,maize
67,50,47,31.54881332622031,72.02236623573076,7.157438507710788,136.60122804883363,maize
65,43,46,29.872844616910687,69.50574845796388,6.114499275985074,146.533948313816,maize
63,41,44,31.64842287518036,72.23153483038865,5.7808129663130865,116.63594867131435,maize
71,44,44,29.786460116241567,70.6771676813949,5.843823381084396,153.01143322628653,maize
75,41,38,26.74829037492661,70.29863906571978,6.600848736910391,158.99838155860087,maize
61,34,35,28.061451270570387,61.69914519106919,6.389570537243257,143.90895718349947,maize
78,50,32,30.791837049462863,66.55839132604217,7.122573395282572,117.50784056594449,maize
73,41,48,26.61034896230777,67.55051460395234,5.583577966383467,128.38759252480224,maize
69,41,39,24.774359586809148,60.487012630778246,7.388480019460972,170.04473437468266,maize
76,31,48,31.51875274900351,64.26769232318408,6.427782507844272,163.04351147866447,maize
78,50,32,30.46842247796436,71.35750167412553,7.3028193802975725,120.22851211643122,maize
70,31,38,30.120777104874648,66.7452374737171,5.739773587757971,155.09576983167432,maize
75,38,49,25.596020974984917,61.17583974272666,7.191096136124161,145.55820055463104,maize
63,40,33,29.792443805477447,74.66205920608361,6.811269379146583,179.95638631530244,maize
78,37,43,25.589932857513734,69.22612685769107,5.9942817552601655,147.23124014324003,maize
70,36,39,27.94750392248627,72.20583191356354,5.836677693980013,133.50696952160465,maize
64,50,31,30.607160797393554,69.78519636815842,5.889087848610238,109.47126789920966,maize
74,38,35,29.078851154681203,72.5007267167279,5.9089165437011575,165.35017011495086,maize
80,48,46,30.90422852961167,69.00196925292843,7.17136584850531,176.37752616733198,maize
73,41,49,31.580381108231652,65.49526105439115,6.976589209928687,122.73228596877516,maize
73,36,39,27.6856296991034,71.71241773081545,6.28468824575483,104.03498047611691,maize
69,45,47,25.432516588360645,62.18215405673504,5.705180369896005,125.14036761031514,maize
73,48,35,31.569697567742065,66.50179014435658,7.191429974927976,144.62525419235857,maize
67,43,42,24.106862369077913,70.78505863509345,5.664411030208373,168.61262916987312,maize
60,38,45,30.62608583775853,73.6253896307269,7.248573924842519,173.74421875410036,maize
68,44,41,27.5165696420312,72.27030010877769,6.32558081329954,124.14032700311729,maize
66,47,36,28.25108917740945,62.68291508208237,6.392755268254032,150.90355003017552,maize
72,44,32,26.88073528443139,63.81597927941201,7.463871040378468,114.29649991644371,maize
79,42,36,26.33706313936642,67.76109905106703,7.016115838977356,138.90143118759494,maize
78,36,47,29.7676893200596,72.12659574545818,6.872812808309572,147.70209080195053,maize
76,30,33,27.37297938627876,60.903104681958716,5.896380985733202,124.69360957380354,maize
72,33,32,25.343501543947063,72.53197633911064,6.312019577959177,176.96962319635844,maize
60,45,49,29.968838716348888,62.290357993530854,7.334833686922922,158.70470456343105,maize
73,38,40,28.17529618084411,65.31703085521886,5.685274062294599,104.84386586363932,maize
72,37,48,25.845971946045886,66.32037787070887,5.782903432187766,139.13862300368856,maize
68,31,50,27.80603601249887,62.65173942738517,6.29551947913646,106.74432093198041,maize
75,32,47,26.998366877879295,71.26760907775835,5.998597369248667,175.18598004957022,maize
62,32,35,30.874352720700664,66.09736366171926,6.146981336447113,103.20129765263742,maize
71,45,44,25.28109206715807,70.7767902640029,6.443168339672568,173.94230327935765,maize
